LATITUDE,LONGITUDE,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,DAYNIGHT,LEVEL_1,LEVEL_2,LEVEL_3,LEVEL_4,LEVEL_5,LEVEL_6,LAND_COVER_ID,LAND_COVER,prior,emp_conf_ev,LCS_80_20,FSI_SUGENO_55_45,FSI_CLASS_SUGENO
1.2832,97.6189,2021/01/01,416,Terra,MODIS,0,6.03,D,Indonesia,Sumatera,Sumatera Utara,Kota Gunungsitoli,Gunungsitoli,Ilir,24,Pemukiman,20,62.770399658500594,28.55407993170012,21.29,Low
-2.2008,101.0151,2021/01/05,353,Terra,MODIS,39,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,41.65,Moderate
0.143,100.1839,2021/01/05,649,Aqua,MODIS,12,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pasaman,Lubuk Sikaping,Pauah,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,42.00,Moderate
0.1907,102.7631,2021/01/05,649,Aqua,MODIS,38,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Teluk Meranti,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,51.78,Moderate
-0.1586,100.0591,2021/01/05,649,Aqua,MODIS,64,6.03,D,Indonesia,Sumatera,Sumatera Barat,Agam,Palembayan,Salareh Aia,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,69.86,High
0.4207,102.1786,2021/01/05,649,Aqua,MODIS,31,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Pelalawan,Kuala Tolam,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,43.31,Moderate
0.9273,101.4786,2021/01/05,649,Aqua,MODIS,38,6.03,D,Indonesia,Sumatera,Riau,Siak,Minas,Minas Barat,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,51.78,Moderate
3.6598,98.914,2021/01/05,650,Aqua,MODIS,34,6.03,D,Indonesia,Sumatera,Sumatera Utara,Deli Serdang,Pantai Labu,Paluh Sibaji,24,Pemukiman,20,62.770399658500594,28.55407993170012,26.37,Low
3.6635,98.9176,2021/01/12,656,Aqua,MODIS,41,6.03,D,Indonesia,Sumatera,Sumatera Utara,Deli Serdang,Pantai Labu,Denai Sarang Burung,24,Pemukiman,20,62.770399658500594,28.55407993170012,34.38,Low
-2.2109,101.0689,2021/01/16,630,Aqua,MODIS,54,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,57.94,Moderate
5.2188,97.0684,2021/01/19,703,Aqua,MODIS,62,6.03,D,Indonesia,Sumatera,Aceh,Kota Lhokseumawe,Muara Satu,Meuria Paloh,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,61.27,High
1.7221,98.805,2021/01/21,351,Terra,MODIS,40,6.03,D,Indonesia,Sumatera,Sumatera Utara,Tapanuli Tengah,Sarudik,Sarudik,24,Pemukiman,20,62.770399658500594,28.55407993170012,33.29,Low
0.4141,101.8701,2021/01/21,352,Terra,MODIS,0,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Pangkalan Kerinci,Pangkalan Kerinci Timur,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,34.46,Low
0.9765,101.9345,2021/01/21,352,Terra,MODIS,0,6.03,D,Indonesia,Sumatera,Riau,Siak,Siak,Buantan Besar,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,42.00,Moderate
-2.0635,101.3958,2021/01/21,352,Terra,MODIS,58,6.03,D,Indonesia,Sumatera,Jambi,Kota Sungai Penuh,Sungai Penuh,Pasar Sungai Penuh,24,Pemukiman,20,62.770399658500594,28.55407993170012,46.26,Moderate
-4.3728,103.0178,2021/01/21,648,Aqua,MODIS,54,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Selatan,Pino,Ganjuh,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,65.48,High
-3.2721,101.8339,2021/01/21,648,Aqua,MODIS,56,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Utara,Ketahun,Dusun Raja,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,58.59,Moderate
-3.1502,102.0474,2021/01/21,648,Aqua,MODIS,67,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Utara,Napal Putih,Lebong Tandai,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,60.36,High
-2.9119,101.5229,2021/01/21,648,Aqua,MODIS,59,6.03,D,Indonesia,Sumatera,Bengkulu,Muko Muko,Sungai Rumbai,Retak Mudik,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,56.15,Moderate
-1.9275,104.2051,2021/01/21,648,Aqua,MODIS,61,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Musi Banyuasin,Bayung Lencir,Muara Merang,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,68.32,High
-2.1844,100.9431,2021/01/21,648,Aqua,MODIS,78,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,80.84,Very High
-2.3005,100.8996,2021/01/21,648,Aqua,MODIS,70,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Silaut,Silaut,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,66.08,High
-0.9992,100.4141,2021/01/21,649,Aqua,MODIS,26,6.03,D,Indonesia,Sumatera,Sumatera Barat,Kota Padang,Bungus Teluk Kabung,Bungus Timur,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,42.00,Moderate
-0.9026,101.2191,2021/01/21,649,Aqua,MODIS,61,6.03,D,Indonesia,Sumatera,Sumatera Barat,Sijunjung,Tanjung Gadang,Langki,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,57.07,Moderate
5.2237,97.067,2021/01/21,650,Aqua,MODIS,52,6.03,D,Indonesia,Sumatera,Aceh,Kota Lhokseumawe,Muara Satu,Meuria Paloh,31,Tambak,10,23.599763383898456,12.719952676779691,35.59,Low
-2.5805,106.0434,2021/01/23,340,Terra,MODIS,62,6.03,D,Indonesia,Sumatera,Kepulauan Bangka Belitung,Bangka Selatan,Payung,Pangkal Buluh,25,Non-Vegetasi Lainnya,15,100.0,32.0,49.49,Moderate
-2.572,106.0381,2021/01/23,340,Terra,MODIS,69,6.03,D,Indonesia,Sumatera,Kepulauan Bangka Belitung,Bangka Selatan,Payung,Pangkal Buluh,35,Sawit,65,61.78780638813221,64.35756127762644,68.69,High
-2.0123,101.4491,2021/01/23,340,Terra,MODIS,55,6.03,D,Indonesia,Sumatera,Jambi,Kerinci,Air Hangat Timur,Pungut Tengah,40,Sawah,30,56.84567712886196,35.36913542577239,48.15,Moderate
-2.083,101.119,2021/01/23,340,Terra,MODIS,86,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Talang Balarik Tapan,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,72.00,High
-2.0844,101.128,2021/01/23,340,Terra,MODIS,47,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Talang Balarik Tapan,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,49.93,Moderate
-2.1904,101.0972,2021/01/23,340,Terra,MODIS,49,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,35,Sawit,65,61.78780638813221,64.35756127762644,58.84,Moderate
-3.7911,103.5416,2021/01/23,341,Terra,MODIS,32,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Lahat,Lahat,Pasar Bawah,24,Pemukiman,20,62.770399658500594,28.55407993170012,23.88,Low
-4.5233,103.5018,2021/01/23,635,Aqua,MODIS,74,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Ogan Komering Ulu Selatan,Sungai Are,Ujan Mas,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,69.29,High
-3.4741,105.8372,2021/01/23,635,Aqua,MODIS,87,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Ogan Komering Ilir,Cengal,Kuala Sungai Jeruju,25,Non-Vegetasi Lainnya,15,100.0,32.0,63.93,High
-2.345,101.1953,2021/01/23,636,Aqua,MODIS,79,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Silaut,Sungai Sirah,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,82.01,Very High
-3.6951,102.5595,2021/01/23,636,Aqua,MODIS,62,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Tengah,Taba Penanjung,Surau,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,61.27,High
-3.5891,102.297,2021/01/23,636,Aqua,MODIS,69,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Tengah,Bang Haji,Lubuk Langkap,35,Sawit,65,61.78780638813221,64.35756127762644,68.69,High
-3.5907,102.2856,2021/01/23,636,Aqua,MODIS,65,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Tengah,Pematang Tiga,Genting Dabuk,35,Sawit,65,61.78780638813221,64.35756127762644,66.18,High
-2.8344,106.2526,2021/01/23,636,Aqua,MODIS,76,6.03,D,Indonesia,Sumatera,Kepulauan Bangka Belitung,Bangka Selatan,Pulaubesar,Batu Betumpang,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,71.18,High
-2.8867,105.7005,2021/01/23,636,Aqua,MODIS,29,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Ogan Komering Ilir,Tulung Selapan,Simpang Tiga Sakti,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,42.00,Moderate
-3.2196,102.3845,2021/01/23,636,Aqua,MODIS,60,6.03,D,Indonesia,Sumatera,Bengkulu,Lebong,Topos,Topos,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,56.60,Moderate
-3.0445,101.7495,2021/01/23,636,Aqua,MODIS,66,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Utara,Marga Sakti Sebelat,Suka Baru,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,71.00,High
-2.302,105.8637,2021/01/23,636,Aqua,MODIS,22,6.03,D,Indonesia,Sumatera,Kepulauan Bangka Belitung,Bangka,Mendo Barat,Penagan,76,Hutan Rawa Gambut,50,57.617547576301455,51.523509515260294,30.75,Low
-2.8469,101.5471,2021/01/23,636,Aqua,MODIS,71,6.03,D,Indonesia,Sumatera,Bengkulu,Muko Muko,Pondok Suguh,Tunggang,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,66.82,High
-2.1043,105.4472,2021/01/23,636,Aqua,MODIS,76,6.03,D,Indonesia,Sumatera,Kepulauan Bangka Belitung,Bangka Barat,Simpang Teritip,Air Menduyung,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,78.72,High
-2.5444,102.0335,2021/01/23,636,Aqua,MODIS,53,6.03,D,Indonesia,Sumatera,Jambi,Merangin,Jangkat Timur,Beringin Tinggi,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,65.18,High
-2.5571,101.2239,2021/01/23,636,Aqua,MODIS,45,6.03,D,Indonesia,Sumatera,Bengkulu,Muko Muko,Teras Terunjam,Pondok Kopi,35,Sawit,65,61.78780638813221,64.35756127762644,54.99,Moderate
-2.1606,102.9995,2021/01/23,636,Aqua,MODIS,61,6.03,D,Indonesia,Sumatera,Jambi,Sarolangun,Mandiangin,Rangkiling Simpang,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,68.32,High
-2.0904,101.9264,2021/01/23,636,Aqua,MODIS,61,6.03,D,Indonesia,Sumatera,Jambi,Merangin,Sungai Manau,Palipan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,68.32,High
-2.2115,101.0714,2021/01/23,636,Aqua,MODIS,65,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,62.87,High
-2.1974,101.016,2021/01/23,636,Aqua,MODIS,61,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,68.32,High
-1.683,104.4608,2021/01/23,636,Aqua,MODIS,50,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Banyuasin,Banyuasin II,Tanah Pilih,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,64.00,High
-2.1908,100.9543,2021/01/23,636,Aqua,MODIS,57,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,66.54,High
-0.9513,103.27,2021/01/23,636,Aqua,MODIS,50,6.03,D,Indonesia,Sumatera,Jambi,Tanjung Jabung Barat,Bram Itam,Bram Itam Kanan,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,64.00,High
-0.823,103.4567,2021/01/23,636,Aqua,MODIS,35,6.03,D,Indonesia,Sumatera,Jambi,Tanjung Jabung Barat,Tungkal Ilir,Tungkal Harapan,24,Pemukiman,20,62.770399658500594,28.55407993170012,27.58,Low
-6.1005,105.4233,2021/01/25,329,Terra,MODIS,68,6.03,D,Indonesia,Sumatera,Lampung,Lampung Selatan,Raja Basa,Tejang Pulau Sebesi,33,"Sungai, Danau, Laut",5,0.0,4.0,43.00,Moderate
0.9864,101.9441,2021/01/26,707,Aqua,MODIS,40,6.03,D,Indonesia,Sumatera,Riau,Siak,Siak,Buantan Besar,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,54.00,Moderate
0.2109,102.8336,2021/01/26,707,Aqua,MODIS,37,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Pulau Muda,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,50.64,Moderate
0.3716,102.8543,2021/01/26,707,Aqua,MODIS,41,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Pulau Muda,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,55.08,Moderate
0.4185,103.0005,2021/01/26,707,Aqua,MODIS,29,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Segamai,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,42.00,Moderate
0.6379,102.8931,2021/01/26,707,Aqua,MODIS,46,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Segamai,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,60.21,High
1.3308,102.2347,2021/01/30,345,Terra,MODIS,31,6.03,D,Indonesia,Sumatera,Riau,Kepulauan Meranti,Tasik Putri Puyu,Tanjung Padang,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,43.31,Moderate
0.6938,102.7387,2021/01/30,345,Terra,MODIS,73,6.03,D,Indonesia,Sumatera,Riau,Siak,Sungai Apit,Teluk Lanus,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,75.97,High
0.6924,102.7483,2021/01/30,345,Terra,MODIS,72,6.03,D,Indonesia,Sumatera,Riau,Siak,Sungai Apit,Teluk Lanus,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,75.14,High
0.691,102.758,2021/01/30,345,Terra,MODIS,56,6.03,D,Indonesia,Sumatera,Riau,Siak,Sungai Apit,Teluk Lanus,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,66.14,High
0.3576,102.8442,2021/01/30,345,Terra,MODIS,31,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Pulau Muda,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,43.31,Moderate
0.6397,102.8966,2021/01/30,643,Aqua,MODIS,52,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Segamai,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,64.84,High
0.2637,102.6417,2021/01/30,643,Aqua,MODIS,25,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Teluk Meranti,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,42.00,Moderate
0.2598,102.6149,2021/01/30,643,Aqua,MODIS,33,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Teluk Meranti,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,45.84,Moderate
0.6385,102.8877,2021/01/30,643,Aqua,MODIS,51,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Segamai,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,64.45,High
0.6875,102.7743,2021/01/30,643,Aqua,MODIS,26,6.03,D,Indonesia,Sumatera,Riau,Siak,Sungai Apit,Teluk Lanus,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,42.00,Moderate
-3.48,102.517,2021/02/01,630,Aqua,MODIS,14,6.03,D,Indonesia,Sumatera,Bengkulu,Rejang Lebong,Curup,Dwi Tunggal,24,Pemukiman,20,62.770399658500594,28.55407993170012,21.29,Low
-3.4781,102.5311,2021/02/01,630,Aqua,MODIS,24,6.03,D,Indonesia,Sumatera,Bengkulu,Rejang Lebong,Curup Tengah,Talang Rimbo Lama,24,Pemukiman,20,62.770399658500594,28.55407993170012,21.29,Low
2.0955,99.8263,2021/02/04,403,Terra,MODIS,74,6.03,D,Indonesia,Sumatera,Sumatera Utara,Labuhanbatu,Rantau Utara,Binaraga,24,Pemukiman,20,62.770399658500594,28.55407993170012,56.13,Moderate
-6.105,105.4242,2021/02/05,310,Terra,MODIS,48,6.03,D,Indonesia,Sumatera,Lampung,Lampung Selatan,Raja Basa,Tejang Pulau Sebesi,33,"Sungai, Danau, Laut",5,0.0,4.0,32.89,Low
1.8097,101.238,2021/02/06,351,Terra,MODIS,50,6.03,D,Indonesia,Sumatera,Riau,Kota Dumai,Sungai Sembilan,Basilam Baru,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,64.00,High
1.8083,101.2475,2021/02/06,351,Terra,MODIS,58,6.03,D,Indonesia,Sumatera,Riau,Kota Dumai,Sungai Sembilan,Basilam Baru,35,Sawit,65,61.78780638813221,64.35756127762644,62.73,High
0.8596,99.5657,2021/02/06,352,Terra,MODIS,47,6.03,D,Indonesia,Sumatera,Sumatera Utara,Mandailing Natal,Panyabungan,Panyabungan Ii,24,Pemukiman,20,62.770399658500594,28.55407993170012,40.47,Moderate
0.1861,102.7302,2021/02/06,352,Terra,MODIS,67,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Teluk Meranti,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,71.61,High
-0.1855,102.4112,2021/02/06,352,Terra,MODIS,42,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hulu,Rengat Barat,Redang,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,56.14,Moderate
-2.146,101.0149,2021/02/06,352,Terra,MODIS,69,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Basa Ampek Balai Tapan,Tanjung Pondok Tapan,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,61.67,High
-2.1475,101.0249,2021/02/06,352,Terra,MODIS,61,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Basa Ampek Balai Tapan,Tanjung Pondok Tapan,35,Sawit,65,61.78780638813221,64.35756127762644,64.09,High
-2.1515,101.0183,2021/02/06,352,Terra,MODIS,62,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Basa Ampek Balai Tapan,Tanjung Pondok Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,68.81,High
-3.3342,102.4577,2021/02/06,648,Aqua,MODIS,49,6.03,D,Indonesia,Sumatera,Bengkulu,Rejang Lebong,Bermani Ulu Raya,Babakan Baru,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,55.53,Moderate
-2.8396,101.5427,2021/02/06,648,Aqua,MODIS,76,6.03,D,Indonesia,Sumatera,Bengkulu,Muko Muko,Pondok Suguh,Tunggang,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,71.18,High
-2.8409,101.5337,2021/02/06,648,Aqua,MODIS,68,6.03,D,Indonesia,Sumatera,Bengkulu,Muko Muko,Pondok Suguh,Tunggang,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,61.00,High
-2.299,101.1359,2021/02/06,648,Aqua,MODIS,83,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Lunang,Sindang Lunang,35,Sawit,65,61.78780638813221,64.35756127762644,79.02,High
-2.3004,101.1268,2021/02/06,648,Aqua,MODIS,80,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Lunang,Sindang Lunang,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,75.71,High
-2.2345,101.1359,2021/02/06,648,Aqua,MODIS,71,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Lunang,Lunang,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,66.82,High
-2.2167,101.0719,2021/02/06,648,Aqua,MODIS,84,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,75.71,High
-2.2221,100.9701,2021/02/06,648,Aqua,MODIS,56,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Simpang Gunung Tapan,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,58.59,Moderate
-2.1974,101.0132,2021/02/06,648,Aqua,MODIS,78,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,69.59,High
-2.2053,100.9583,2021/02/06,648,Aqua,MODIS,46,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,60.21,High
-2.1379,101.042,2021/02/06,648,Aqua,MODIS,80,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Basa Ampek Balai Tapan,Riak Danau Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,83.25,Very High
-2.1521,100.9413,2021/02/06,648,Aqua,MODIS,77,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Basa Ampek Balai Tapan,Tapan,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,72.21,High
-2.1534,100.9321,2021/02/06,648,Aqua,MODIS,76,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Pancung Soal,Tluk Amplu Inderapura,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,71.18,High
2.1553,100.8066,2021/02/06,649,Aqua,MODIS,31,6.03,D,Indonesia,Sumatera,Riau,Rokan Hilir,Bangko,Bagan Kota,24,Pemukiman,20,62.770399658500594,28.55407993170012,22.60,Low
-0.0838,103.2291,2021/02/06,649,Aqua,MODIS,78,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hilir,Gaung,Belantaraya,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,73.30,High
0.2504,103.0589,2021/02/06,649,Aqua,MODIS,19,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hilir,Pelangiran,Tanjungsimpang,35,Sawit,65,61.78780638813221,64.35756127762644,37.77,Low
0.5355,103.3248,2021/02/06,649,Aqua,MODIS,0,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Kuala Kampar,Sokoi,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,34.46,Low
0.3144,100.0423,2021/02/06,649,Aqua,MODIS,59,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pasaman,Duo Koto,Cubadak,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,56.15,Moderate
0.743,102.3941,2021/02/06,649,Aqua,MODIS,52,6.03,D,Indonesia,Sumatera,Riau,Siak,Sungai Apit,Penyengat,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,64.84,High
0.927,101.4865,2021/02/06,649,Aqua,MODIS,34,6.03,D,Indonesia,Sumatera,Riau,Siak,Minas,Minas Barat,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,47.08,Moderate
1.1964,100.9241,2021/02/06,649,Aqua,MODIS,45,6.03,D,Indonesia,Sumatera,Riau,Rokan Hulu,Bonai Darussalam,Pauh,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,59.22,Moderate
2.3008,98.8124,2021/02/06,650,Aqua,MODIS,72,6.03,D,Indonesia,Sumatera,Sumatera Utara,Humbang Hasundutan,Lintong Nihuta,Siponjot,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,75.14,High
2.5655,100.1983,2021/02/06,650,Aqua,MODIS,74,6.03,D,Indonesia,Sumatera,Sumatera Utara,Labuhanbatu,Panai Hilir,Sei Lumut,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,76.83,High
3.1395,98.181,2021/02/06,650,Aqua,MODIS,65,6.03,D,Indonesia,Sumatera,Sumatera Utara,Karo,Tigabinanga,Kutambaru Punti,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,62.87,High
3.1366,97.9408,2021/02/06,650,Aqua,MODIS,48,6.03,D,Indonesia,Sumatera,Aceh,Aceh Tenggara,Leuser,Gunung Pak-Pak,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,62.14,High
1.9403,101.5067,2021/02/08,339,Terra,MODIS,47,6.03,D,Indonesia,Sumatera,Riau,Bengkalis,Rupat,Tanjung Kapal,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,61.18,High
1.8407,101.2364,2021/02/08,339,Terra,MODIS,54,6.03,D,Indonesia,Sumatera,Riau,Kota Dumai,Sungai Sembilan,Basilam Baru,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,65.48,High
1.8393,101.2459,2021/02/08,339,Terra,MODIS,44,6.03,D,Indonesia,Sumatera,Riau,Kota Dumai,Sungai Sembilan,Basilam Baru,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,58.21,Moderate
0.9931,102.9953,2021/02/08,339,Terra,MODIS,22,6.03,D,Indonesia,Sumatera,Riau,Kepulauan Meranti,Rangsang,Sungai Gayung Kiri,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,42.00,Moderate
-0.071,103.2154,2021/02/08,339,Terra,MODIS,78,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hilir,Gaung,Belantaraya,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,73.30,High
-3.3155,102.1659,2021/02/08,340,Terra,MODIS,68,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Utara,Padang Jaya,Talang Tua,35,Sawit,65,61.78780638813221,64.35756127762644,68.02,High
-3.7463,102.4666,2021/02/08,340,Terra,MODIS,69,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Tengah,Semidang Lagan,Kota Niur,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,65.38,High
